country_code,country,indicator,year,value
AFE,Africa Eastern and Southern,GDP,2024,1242693542929.85
AFE,Africa Eastern and Southern,GDP,2023,1179359054880.45
AFE,Africa Eastern and Southern,GDP,2022,1228967879390.01
AFE,Africa Eastern and Southern,GDP,2021,1114144799994.21
AFE,Africa Eastern and Southern,GDP,2020,938607563405.087
AFE,Africa Eastern and Southern,GDP,2019,1018714795912.35
AFE,Africa Eastern and Southern,GDP,2018,1020955778298.17
AFE,Africa Eastern and Southern,GDP,2017,978076465866.452
AFE,Africa Eastern and Southern,GDP,2016,831868076442.431
AFE,Africa Eastern and Southern,GDP,2015,910002035578.038
AFE,Africa Eastern and Southern,GDP,2014,998836162271.296
AFE,Africa Eastern and Southern,GDP,2013,981308886976.783
AFE,Africa Eastern and Southern,GDP,2012,969265729636.028
AFE,Africa Eastern and Southern,GDP,2011,959822476083.878
AFE,Africa Eastern and Southern,GDP,2010,863822114606.332
AFW,Africa Western and Central,GDP,2024,736384961061.523
AFW,Africa Western and Central,GDP,2023,938238370514.198
AFW,Africa Western and Central,GDP,2022,1063649130876.99
AFW,Africa Western and Central,GDP,2021,1026651004045.79
AFW,Africa Western and Central,GDP,2020,963784699293.976
AFW,Africa Western and Central,GDP,2019,1026996211935.8
AFW,Africa Western and Central,GDP,2018,777840323023.311
AFW,Africa Western and Central,GDP,2017,694051345937.233
AFW,Africa Western and Central,GDP,2016,700028168335.244
AFW,Africa Western and Central,GDP,2015,778022057597.448
AFW,Africa Western and Central,GDP,2014,904071921008.085
AFW,Africa Western and Central,GDP,2013,844180401591.48
AFW,Africa Western and Central,GDP,2012,748030003656.802
AFW,Africa Western and Central,GDP,2011,691133400013.31
AFW,Africa Western and Central,GDP,2010,605794323433.505
ARB,Arab World,GDP,2024,3735881442514.35
ARB,Arab World,GDP,2023,3622495663981.78
ARB,Arab World,GDP,2022,3747416641077.46
ARB,Arab World,GDP,2021,3085141461685.6
ARB,Arab World,GDP,2020,2604104981819.8
ARB,Arab World,GDP,2019,2965285548936.01
ARB,Arab World,GDP,2018,2920829737234.67
ARB,Arab World,GDP,2017,2611323720520
ARB,Arab World,GDP,2016,2536564595458.87
ARB,Arab World,GDP,2015,2580328583417.41
ARB,Arab World,GDP,2014,2937035588682.67
ARB,Arab World,GDP,2013,2883689839002.54
ARB,Arab World,GDP,2012,2813567531715.43
ARB,Arab World,GDP,2011,2573067811497.98
ARB,Arab World,GDP,2010,2161397546202.94
CSS,Caribbean small states,GDP,2024,90344593407.0487
CSS,Caribbean small states,GDP,2023,79534673452.944
CSS,Caribbean small states,GDP,2022,78506430710.7309
CSS,Caribbean small states,GDP,2021,62687149265.4471
CSS,Caribbean small states,GDP,2020,53320869430.7059
CSS,Caribbean small states,GDP,2019,62185458482.7062
CSS,Caribbean small states,GDP,2018,61252081219.8672
CSS,Caribbean small states,GDP,2017,59690101434.3488
CSS,Caribbean small states,GDP,2016,58073168349.5106
CSS,Caribbean small states,GDP,2015,62545153672.0285
CSS,Caribbean small states,GDP,2014,64075043973.1037
CSS,Caribbean small states,GDP,2013,62064949752.4886
CSS,Caribbean small states,GDP,2012,60427163825.0841
CSS,Caribbean small states,GDP,2011,56828150706.0989
CSS,Caribbean small states,GDP,2010,53047626322.0272
CEB,Central Europe and the Baltics,GDP,2024,2462005273603.48
CEB,Central Europe and the Baltics,GDP,2023,2273205742208.3
CEB,Central Europe and the Baltics,GDP,2022,1954419184114.96
CEB,Central Europe and the Baltics,GDP,2021,1926347717339
CEB,Central Europe and the Baltics,GDP,2020,1678294256145.3
CEB,Central Europe and the Baltics,GDP,2019,1684318282245.77
CEB,Central Europe and the Baltics,GDP,2018,1656383422202.66
CEB,Central Europe and the Baltics,GDP,2017,1467501784248.85
CEB,Central Europe and the Baltics,GDP,2016,1321561415743.83
CEB,Central Europe and the Baltics,GDP,2015,1297141271990.05
CEB,Central Europe and the Baltics,GDP,2014,1467451281263.28
CEB,Central Europe and the Baltics,GDP,2013,1420222538112.93
CEB,Central Europe and the Baltics,GDP,2012,1361899009858.4
CEB,Central Europe and the Baltics,GDP,2011,1458155270134.3
CEB,Central Europe and the Baltics,GDP,2010,1319443729249.66
EAR,Early-demographic dividend,GDP,2024,15808304487948.1
EAR,Early-demographic dividend,GDP,2023,14933453330998.3
EAR,Early-demographic dividend,GDP,2022,14034689936337.3
EAR,Early-demographic dividend,GDP,2021,12695008338487.8
EAR,Early-demographic dividend,GDP,2020,10823343545638.3
EAR,Early-demographic dividend,GDP,2019,11686574879191.1
EAR,Early-demographic dividend,GDP,2018,11478917653356.5
EAR,Early-demographic dividend,GDP,2017,11320553240043.8
EAR,Early-demographic dividend,GDP,2016,10423237803666.1
EAR,Early-demographic dividend,GDP,2015,10127250782286.2
EAR,Early-demographic dividend,GDP,2014,10533364326771.5
EAR,Early-demographic dividend,GDP,2013,10330333855700.2
EAR,Early-demographic dividend,GDP,2012,10275142735646.4
EAR,Early-demographic dividend,GDP,2011,9832704039068.24
EAR,Early-demographic dividend,GDP,2010,8719722451021.04
EAS,East Asia & Pacific,GDP,2024,32017179839273
EAS,East Asia & Pacific,GDP,2023,31417826880875
EAS,East Asia & Pacific,GDP,2022,31266291368260.6
EAS,East Asia & Pacific,GDP,2021,31675719814404.9
EAS,East Asia & Pacific,GDP,2020,27578839610232.4
EAS,East Asia & Pacific,GDP,2019,27427259967363.2
EAS,East Asia & Pacific,GDP,2018,26853593303707.3
EAS,East Asia & Pacific,GDP,2017,24656162308335.2
EAS,East Asia & Pacific,GDP,2016,23089672188769.4
EAS,East Asia & Pacific,GDP,2015,22299105656919.6
EAS,East Asia & Pacific,GDP,2014,22372206647098.1
EAS,East Asia & Pacific,GDP,2013,21659293723344.2
EAS,East Asia & Pacific,GDP,2012,21382308600766.1
EAS,East Asia & Pacific,GDP,2011,19978722203920.9
EAS,East Asia & Pacific,GDP,2010,17239317220822.1
EAP,East Asia & Pacific (excluding high income),GDP,2024,22260810771875.1
EAP,East Asia & Pacific (excluding high income),GDP,2023,21644412635340.6
EAP,East Asia & Pacific (excluding high income),GDP,2022,21563881384135.8
EAP,East Asia & Pacific (excluding high income),GDP,2021,21231425978691.4
EAP,East Asia & Pacific (excluding high income),GDP,2020,17805166443182.2
EAP,East Asia & Pacific (excluding high income),GDP,2019,17503274977303.3
EAP,East Asia & Pacific (excluding high income),GDP,2018,16902110052652.3
EAP,East Asia & Pacific (excluding high income),GDP,2017,15115625540264.8
EAP,East Asia & Pacific (excluding high income),GDP,2016,13844122751569.4
EAP,East Asia & Pacific (excluding high income),GDP,2015,13548904084321.4
EAP,East Asia & Pacific (excluding high income),GDP,2014,13004689014662.5
EAP,East Asia & Pacific (excluding high income),GDP,2013,12047512338954.1
EAP,East Asia & Pacific (excluding high income),GDP,2012,10905337947546.2
EAP,East Asia & Pacific (excluding high income),GDP,2011,9774259220654.2
EAP,East Asia & Pacific (excluding high income),GDP,2010,8008611577123.89
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2024,22233362919728.4
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2023,21617676926854.5
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2022,21537214774462.6
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2021,21205187136185.7
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2020,17783207218899.1
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2019,17481715455963.4
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2018,16881316789674.4
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2017,15097056837158.2
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2016,13827151057380.2
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2015,13532272043462.5
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2014,12988712786591.7
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2013,12032711129058.2
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2012,10891968350841.7
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2011,9762256276676.59
TEA,East Asia & Pacific (IDA & IBRD countries),GDP,2010,7998796323270.31
EMU,Euro area,GDP,2024,16485444160371
EMU,Euro area,GDP,2023,15854782417877
EMU,Euro area,GDP,2022,14488160081806.7
EMU,Euro area,GDP,2021,14924551716260.4
EMU,Euro area,GDP,2020,13267554461613.6
EMU,Euro area,GDP,2019,13589774677631.3
EMU,Euro area,GDP,2018,13871778197583.7
EMU,Euro area,GDP,2017,12841960349280.8
EMU,Euro area,GDP,2016,12123283574466.5
EMU,Euro area,GDP,2015,11829834353286.1
EMU,Euro area,GDP,2014,13682058707498
EMU,Euro area,GDP,2013,13357283141903.1
EMU,Euro area,GDP,2012,12784947379630.9
EMU,Euro area,GDP,2011,13808563263632.6
EMU,Euro area,GDP,2010,12784744616370.5
ECS,Europe & Central Asia,GDP,2024,29291828957768.8
ECS,Europe & Central Asia,GDP,2023,27732942821913.5
ECS,Europe & Central Asia,GDP,2022,25798700454390.6
ECS,Europe & Central Asia,GDP,2021,25572901699926.6
ECS,Europe & Central Asia,GDP,2020,22322527185686.7
ECS,Europe & Central Asia,GDP,2019,23067540030248.6
ECS,Europe & Central Asia,GDP,2018,23342642668393.3
ECS,Europe & Central Asia,GDP,2017,21791487069281.7
ECS,Europe & Central Asia,GDP,2016,20528432079127.4
ECS,Europe & Central Asia,GDP,2015,20603435735279.5
ECS,Europe & Central Asia,GDP,2014,23920533649825
ECS,Europe & Central Asia,GDP,2013,23574066317473.4
ECS,Europe & Central Asia,GDP,2012,22560574822089.8
ECS,Europe & Central Asia,GDP,2011,23432000301407.5
ECS,Europe & Central Asia,GDP,2010,21118677014368.3
ECA,Europe & Central Asia (excluding high income),GDP,2024,2451180144505.47
ECA,Europe & Central Asia (excluding high income),GDP,2023,2143244215113.25
ECA,Europe & Central Asia (excluding high income),GDP,2022,1820242864725.1
ECA,Europe & Central Asia (excluding high income),GDP,2021,1680958734568.53
ECA,Europe & Central Asia (excluding high income),GDP,2020,1446077189727.52
ECA,Europe & Central Asia (excluding high income),GDP,2019,1508679974755.36
ECA,Europe & Central Asia (excluding high income),GDP,2018,1477488205993.51
ECA,Europe & Central Asia (excluding high income),GDP,2017,1499595960769.3
ECA,Europe & Central Asia (excluding high income),GDP,2016,1450171284448.8
ECA,Europe & Central Asia (excluding high income),GDP,2015,1510474002479.16
ECA,Europe & Central Asia (excluding high income),GDP,2014,1735229369225.69
ECA,Europe & Central Asia (excluding high income),GDP,2013,1808692800315.95
ECA,Europe & Central Asia (excluding high income),GDP,2012,1658983451713.25
ECA,Europe & Central Asia (excluding high income),GDP,2011,1574244960285.95
ECA,Europe & Central Asia (excluding high income),GDP,2010,1385078523367.67
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2024,6131674441421.64
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2023,5562782514647.52
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2022,5264484546456.79
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2021,4637763943320.14
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2020,3924139091384.84
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2019,4184533628660.37
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2018,4098990245510.03
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2017,3927649813354.44
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2016,3492088089759.5
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2015,3633660246044.52
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2014,4653015277488.18
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2013,4924806846375.52
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2012,4656388146308.07
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2011,4461210535265.99
TEC,Europe & Central Asia (IDA & IBRD countries),GDP,2010,3667835476746.74
EUU,European Union,GDP,2024,19497115588443.6
EUU,European Union,GDP,2023,18659133072074.8
EUU,European Union,GDP,2022,17023612496380.4
EUU,European Union,GDP,2021,17495226733585.2
EUU,European Union,GDP,2020,15504055464107.4
EUU,European Union,GDP,2019,15809073096211.4
EUU,European Union,GDP,2018,16092403309151.5
EUU,European Union,GDP,2017,14871313684625.8
EUU,European Union,GDP,2016,13988147697216.6
EUU,European Union,GDP,2015,13656252620703.3
EUU,European Union,GDP,2014,15763596442222.6
EUU,European Union,GDP,2013,15398507628838.6
EUU,European Union,GDP,2012,14731876146120.7
EUU,European Union,GDP,2011,15874713437636.1
EUU,European Union,GDP,2010,14641773544950.6
FCS,Fragile and conflict affected situations,GDP,2024,1652895518697.74
FCS,Fragile and conflict affected situations,GDP,2023,1778723185468.2
FCS,Fragile and conflict affected situations,GDP,2022,1918272363969.18
FCS,Fragile and conflict affected situations,GDP,2021,1740335947472.93
FCS,Fragile and conflict affected situations,GDP,2020,1610227321244.27
FCS,Fragile and conflict affected situations,GDP,2019,1811454247630.6
FCS,Fragile and conflict affected situations,GDP,2018,1556210403398.5
FCS,Fragile and conflict affected situations,GDP,2017,1443031828638.41
FCS,Fragile and conflict affected situations,GDP,2016,1358130757341.27
FCS,Fragile and conflict affected situations,GDP,2015,1481660318787.67
FCS,Fragile and conflict affected situations,GDP,2014,1787605499773.02
FCS,Fragile and conflict affected situations,GDP,2013,1825595058878.45
FCS,Fragile and conflict affected situations,GDP,2012,1855874824709.61
FCS,Fragile and conflict affected situations,GDP,2011,1665506572724.03
FCS,Fragile and conflict affected situations,GDP,2010,1596645964256.64
HPC,Heavily indebted poor countries (HIPC),GDP,2024,1145111349262.57
HPC,Heavily indebted poor countries (HIPC),GDP,2023,1060316071770.29
HPC,Heavily indebted poor countries (HIPC),GDP,2022,1002501492801.3
HPC,Heavily indebted poor countries (HIPC),GDP,2021,924417463438.7
HPC,Heavily indebted poor countries (HIPC),GDP,2020,816029422839.446
HPC,Heavily indebted poor countries (HIPC),GDP,2019,811372254522.343
HPC,Heavily indebted poor countries (HIPC),GDP,2018,790373898773.381
HPC,Heavily indebted poor countries (HIPC),GDP,2017,735068264238.844
HPC,Heavily indebted poor countries (HIPC),GDP,2016,677200621773.188
HPC,Heavily indebted poor countries (HIPC),GDP,2015,674606540074.897
HPC,Heavily indebted poor countries (HIPC),GDP,2014,705465847008.08
HPC,Heavily indebted poor countries (HIPC),GDP,2013,667314194885.704
HPC,Heavily indebted poor countries (HIPC),GDP,2012,595155344078.424
HPC,Heavily indebted poor countries (HIPC),GDP,2011,573517854715.366
HPC,Heavily indebted poor countries (HIPC),GDP,2010,518754130151.746
,High income,GDP,2024,71321142708251.1
,High income,GDP,2023,68449582732271.4
,High income,GDP,2022,65081334214971.5
,High income,GDP,2021,62745314846357.3
,High income,GDP,2020,55889737341875.4
,High income,GDP,2019,57456170925405.3
,High income,GDP,2018,56920619917132.1
,High income,GDP,2017,53524059312874.9
,High income,GDP,2016,50927970256186.1
,High income,GDP,2015,49977567874625.5
,High income,GDP,2014,53550117992137.3
,High income,GDP,2013,52667085148262.9
,High income,GDP,2012,51943717152963.8
,High income,GDP,2011,51761995686417.4
,High income,GDP,2010,47537047603466
IBD,IBRD only,GDP,2024,40930410371533.4
IBD,IBRD only,GDP,2023,39248258733753.5
IBD,IBRD only,GDP,2022,37943329554311.5
IBD,IBRD only,GDP,2021,35879316080995.1
IBD,IBRD only,GDP,2020,30204027280204.5
IBD,IBRD only,GDP,2019,31377057597389.8
IBD,IBRD only,GDP,2018,30736778363828.6
IBD,IBRD only,GDP,2017,28848700119389
IBD,IBRD only,GDP,2016,26133021093477.3
IBD,IBRD only,GDP,2015,25937609442668.8
IBD,IBRD only,GDP,2014,27548963986382.7
